order_id,order_date,amount,product_id,customer_id,quantity,discount,payment_method,city,category
468432,2022-05-16,8211,739,36236,3,15,Wallet,Kolkata,Electronics
707812,2022-05-16,2501,44,41059,6,25,Cash,Delhi,Beauty
327645,2022-05-16,9581,532,41023,4,25,Card,Mumbai,Electronics
636507,2022-05-16,10167,631,37688,8,20,UPI,Pune,Books
886667,2022-05-16,13476,454,5236,1,20,Card,Mumbai,Sports
405073,2022-05-17,13924,746,2939,4,0,Wallet,Delhi,Grocery
227309,2022-05-17,13544,970,37624,7,10,UPI,Mumbai,Clothing
429588,2022-05-17,12979,880,33818,9,0,NetBanking,Chennai,Sports
763927,2022-05-17,16212,891,16926,1,0,Wallet,Mumbai,Grocery
988266,2022-05-17,639,929,28552,8,5,NetBanking,Bangalore,Home
564008,2022-05-17,11074,848,31100,2,10,NetBanking,Pune,Electronics
820801,2022-05-17,13946,868,2360,4,5,Cash,Pune,Grocery
446699,2022-05-17,5715,774,40573,4,25,Cash,Pune,Home
435842,2022-05-17,16116,83,45696,8,20,UPI,Chennai,Grocery
486594,2022-05-17,3056,543,12994,2,25,UPI,Pune,Beauty
872608,2022-05-18,8177,322,25941,7,5,Cash,Bangalore,Grocery
760775,2022-05-18,3822,786,28531,3,20,UPI,Bangalore,Clothing
791519,2022-05-18,12159,234,36813,9,0,Card,Pune,Books
143925,2022-05-18,5187,540,12093,5,25,Wallet,Chennai,Grocery
237023,2022-05-18,10438,252,34025,8,5,Card,Kolkata,Grocery
187388,2022-05-18,2270,836,12651,5,25,Wallet,Bangalore,Grocery
632295,2022-05-18,3491,765,33812,1,10,Cash,Mumbai,Sports
357802,2022-05-18,7042,449,25844,9,5,Card,Delhi,Grocery
535048,2022-05-18,18100,239,18718,7,20,NetBanking,Chennai,Grocery
158596,2022-05-19,13906,490,49122,4,15,Card,Pune,Electronics
451005,2022-05-19,14892,882,14589,7,25,UPI,Delhi,Electronics
879554,2022-05-19,12909,464,40768,5,25,Card,Chennai,Books
973172,2022-05-19,14955,941,21022,9,10,Cash,Chennai,Sports
639812,2022-05-19,9208,314,48248,2,20,Cash,Bangalore,Beauty
622244,2022-05-19,6558,175,39853,4,25,UPI,Delhi,Electronics
512498,2022-05-19,2856,706,1234,6,15,Wallet,Kolkata,Home
779290,2022-05-19,6953,180,7834,5,25,UPI,Pune,Clothing
599097,2022-05-19,7809,932,16055,1,10,Wallet,Mumbai,Grocery
749789,2022-05-20,18420,385,4207,9,15,Cash,Delhi,Grocery
907043,2022-05-20,19575,295,3400,9,0,Cash,Chennai,Grocery
248056,2022-05-20,12947,215,10609,3,0,Wallet,Mumbai,Beauty
114060,2022-05-20,17452,986,22473,4,25,Card,Bangalore,Beauty
838345,2022-05-20,7397,715,46330,4,5,Card,Mumbai,Home
577272,2022-05-20,16356,762,24935,8,5,UPI,Mumbai,Sports
618545,2022-05-20,3303,874,24874,6,5,Cash,Delhi,Grocery
929735,2022-05-20,6599,769,41508,2,5,Card,Chennai,Beauty
290279,2022-05-20,5273,75,26015,4,25,Cash,Chennai,Grocery
830406,2022-05-21,17373,344,15184,1,15,UPI,Chennai,Electronics
784647,2022-05-21,11750,714,47806,3,10,NetBanking,Hyderabad,Grocery
139711,2022-05-21,9273,142,30543,4,10,Cash,Bangalore,Home
243026,2022-05-21,7482,718,1650,8,5,NetBanking,Delhi,Home
435484,2022-05-21,901,199,33389,3,0,Cash,Chennai,Beauty
565317,2022-05-21,8334,919,28328,5,20,Wallet,Mumbai,Grocery
318134,2022-05-21,13997,171,20416,1,5,NetBanking,Hyderabad,Home
202974,2022-05-21,15297,406,14119,4,5,Wallet,Bangalore,Electronics
249646,2022-05-21,19833,828,8644,2,25,Wallet,Chennai,Sports
502400,2022-05-22,10069,228,9653,4,0,UPI,Hyderabad,Beauty
250168,2022-05-22,3301,411,15416,5,20,UPI,Pune,Electronics
692016,2022-05-22,16833,952,25897,3,15,Card,Bangalore,Home
789376,2022-05-22,10072,898,2874,6,15,NetBanking,Kolkata,Books
635534,2022-05-22,683,935,11429,2,20,Card,Kolkata,Beauty
538774,2022-05-22,12819,691,13213,5,20,NetBanking,Mumbai,Grocery
611937,2022-05-22,3477,878,49987,4,15,UPI,Pune,Books
511597,2022-05-22,14955,787,18640,5,5,UPI,Hyderabad,Clothing
192263,2022-05-22,3501,62,37008,9,5,UPI,Delhi,Grocery
635590,2022-05-23,13736,327,16802,6,25,NetBanking,Pune,Sports
953938,2022-05-23,19669,716,17122,7,0,UPI,Bangalore,Grocery
665445,2022-05-23,15838,963,22653,8,20,Card,Hyderabad,Electronics
679205,2022-05-23,6872,959,44671,9,5,Wallet,Hyderabad,Grocery
323810,2022-05-23,19831,879,25101,5,5,NetBanking,Bangalore,Clothing
196646,2022-05-23,10231,133,2409,8,0,Wallet,Hyderabad,Beauty
445266,2022-05-23,888,584,44388,2,20,Card,Hyderabad,Beauty
910951,2022-05-23,16284,590,35600,9,0,Cash,Bangalore,Books
590025,2022-05-23,2989,189,19408,2,0,UPI,Pune,Clothing
580703,2022-05-24,9669,356,6736,5,15,Card,Mumbai,Electronics
443054,2022-05-24,10241,71,5993,6,0,Cash,Kolkata,Books
957756,2022-05-24,19756,263,44871,4,20,NetBanking,Delhi,Clothing
367552,2022-05-24,12034,306,48165,8,5,Card,Bangalore,Beauty
159379,2022-05-24,9869,558,32247,3,5,NetBanking,Chennai,Books
125053,2022-05-24,7712,224,29821,5,15,Wallet,Hyderabad,Clothing
502662,2022-05-24,18976,328,4213,2,20,Wallet,Pune,Electronics
756282,2022-05-24,16305,762,44123,3,5,NetBanking,Delhi,Books
198723,2022-05-24,14034,588,30495,8,0,Wallet,Delhi,Grocery
675644,2022-05-25,10195,74,7208,5,10,Wallet,Bangalore,Grocery
372933,2022-05-25,4340,511,10644,3,10,UPI,Chennai,Sports
984152,2022-05-25,18806,142,7453,5,10,NetBanking,Chennai,Beauty
953088,2022-05-25,10848,585,12093,9,10,NetBanking,Mumbai,Sports
930460,2022-05-25,5398,102,47509,3,0,Cash,Chennai,Electronics
950916,2022-05-25,1961,606,12263,7,5,UPI,Kolkata,Grocery
132154,2022-05-25,14242,581,1305,8,15,Card,Bangalore,Grocery
313942,2022-05-25,7420,65,35152,5,0,UPI,Delhi,Grocery
364480,2022-05-25,11467,193,33021,3,5,Card,Delhi,Home
465821,2022-05-25,17582,953,18958,6,20,NetBanking,Chennai,Grocery
954211,2022-05-26,5347,62,1872,3,5,UPI,Hyderabad,Home
381173,2022-05-26,1834,532,42128,9,5,Cash,Pune,Clothing
945633,2022-05-26,4763,241,22962,2,5,Wallet,Kolkata,Beauty
132265,2022-05-26,6009,715,43563,3,0,Card,Pune,Beauty
465060,2022-05-26,19900,410,18414,7,5,Wallet,Mumbai,Books
343322,2022-05-26,12918,300,10926,8,5,NetBanking,Chennai,Books
274944,2022-05-26,17164,195,49259,5,20,NetBanking,Kolkata,Home
670485,2022-05-26,8263,454,40673,5,20,NetBanking,Bangalore,Electronics
548396,2022-05-26,18554,574,38210,5,10,Wallet,Mumbai,Books
254782,2022-05-27,13458,619,16290,4,25,NetBanking,Kolkata,Books
784846,2022-05-27,6768,637,4667,9,0,NetBanking,Chennai,Home
171907,2022-05-27,13116,301,18660,6,5,Wallet,Mumbai,Sports
302967,2022-05-27,8101,779,7553,8,10,NetBanking,Hyderabad,Grocery
950867,2022-05-27,10021,456,17926,8,10,Card,Bangalore,Books
402775,2022-05-27,2291,989,5808,5,0,UPI,Chennai,Sports
491182,2022-05-27,8959,202,29612,9,25,Card,Delhi,Electronics
856892,2022-05-27,8972,674,41499,2,10,NetBanking,Bangalore,Sports
382247,2022-05-27,19330,856,29015,8,10,NetBanking,Hyderabad,Beauty
164772,2022-05-28,18947,302,34351,3,0,NetBanking,Kolkata,Clothing
226108,2022-05-28,5022,624,10138,7,15,NetBanking,Hyderabad,Clothing
114382,2022-05-28,4492,337,41463,9,10,Wallet,Delhi,Home
184291,2022-05-28,19667,32,37241,5,20,UPI,Pune,Books
463339,2022-05-28,13641,971,2198,8,10,Wallet,Bangalore,Home
759116,2022-05-28,19651,98,28447,4,0,Wallet,Chennai,Home
382753,2022-05-28,19481,984,37763,1,0,NetBanking,Delhi,Home
247550,2022-05-28,15115,759,13113,1,25,Card,Pune,Sports
332050,2022-05-28,3327,773,29749,6,15,Card,Chennai,Beauty
532882,2022-05-29,2124,191,38303,8,15,Cash,Mumbai,Grocery
437827,2022-05-29,16813,541,39639,2,25,UPI,Chennai,Beauty
592313,2022-05-29,2586,48,20687,4,25,Cash,Mumbai,Clothing
486858,2022-05-29,1255,250,3447,3,20,Wallet,Chennai,Sports
754618,2022-05-29,10182,226,10408,9,20,Cash,Mumbai,Clothing
695603,2022-05-29,4577,272,40612,3,10,Cash,Bangalore,Sports
964266,2022-05-29,18669,665,18674,8,15,Cash,Pune,Clothing
488349,2022-05-29,7186,485,13413,7,20,UPI,Hyderabad,Grocery
114153,2022-05-29,2417,328,48937,1,10,Card,Bangalore,Grocery
700613,2022-05-30,3721,797,8549,8,5,Card,Delhi,Electronics
340773,2022-05-30,4591,180,24071,9,10,Cash,Bangalore,Grocery
155318,2022-05-30,16016,814,9693,8,20,UPI,Bangalore,Clothing
494030,2022-05-30,15348,665,44831,1,10,Card,Hyderabad,Grocery
477177,2022-05-30,2611,746,17770,7,5,NetBanking,Kolkata,Grocery
176077,2022-05-30,9646,23,42371,9,20,Card,Bangalore,Grocery
976906,2022-05-30,15712,930,3006,5,10,Card,Delhi,Home
233515,2022-05-30,7948,963,6213,2,20,UPI,Bangalore,Sports
306988,2022-05-30,14374,606,37636,8,25,UPI,Bangalore,Books
959751,2022-05-31,17777,370,10530,9,25,Card,Bangalore,Books
225885,2022-05-31,2565,245,48128,7,10,NetBanking,Pune,Grocery
996209,2022-05-31,16404,802,7637,5,0,NetBanking,Bangalore,Home
641656,2022-05-31,15769,160,5964,8,20,Cash,Hyderabad,Clothing
770688,2022-05-31,11394,373,35070,6,20,Cash,Pune,Electronics
288014,2022-05-31,3275,285,8749,4,25,Card,Hyderabad,Sports
191751,2022-05-31,7949,521,1846,1,25,Card,Delhi,Sports
330203,2022-05-31,12573,450,14390,6,20,Card,Kolkata,Beauty
913738,2022-05-31,9525,697,14735,8,20,NetBanking,Delhi,Books
795275,2022-06-01,12322,807,24905,3,25,Wallet,Delhi,Electronics
923651,2022-06-01,8544,647,15876,7,10,Cash,Kolkata,Sports
311951,2022-06-01,8310,622,14967,7,15,Cash,Bangalore,Beauty
605155,2022-06-01,2859,581,19262,9,10,Wallet,Kolkata,Books
295716,2022-06-01,16191,136,37873,1,5,Card,Chennai,Clothing
684567,2022-06-01,102,96,21014,5,0,Cash,Pune,Home
415172,2022-06-01,17743,119,25054,8,10,NetBanking,Bangalore,Grocery
990695,2022-06-01,8290,374,30955,3,10,Wallet,Chennai,Home
100126,2022-06-01,15348,274,24051,5,20,NetBanking,Delhi,Beauty
938761,2022-06-02,5873,870,29385,1,5,Card,Bangalore,Books
127632,2022-06-02,12886,878,36587,9,20,Cash,Kolkata,Grocery
600315,2022-06-02,19052,850,28483,4,25,NetBanking,Kolkata,Beauty
820670,2022-06-02,15137,177,28653,5,20,Wallet,Pune,Sports
209945,2022-06-02,1985,873,41845,3,15,Card,Kolkata,Beauty
417320,2022-06-02,7160,749,45790,2,0,Cash,Kolkata,Books
350869,2022-06-02,16431,784,43018,7,15,Cash,Delhi,Sports
841426,2022-06-02,7944,277,31894,5,20,Card,Hyderabad,Grocery
598716,2022-06-02,13550,138,30842,3,0,Card,Delhi,Electronics
275399,2022-06-02,9591,874,20648,2,10,Card,Bangalore,Electronics
562120,2022-06-03,18822,132,32756,6,5,NetBanking,Hyderabad,Books
234869,2022-06-03,9368,44,23407,6,15,UPI,Kolkata,Books
278954,2022-06-03,9239,123,45561,3,5,Cash,Hyderabad,Beauty
769078,2022-06-03,6891,136,18058,9,20,NetBanking,Chennai,Clothing
134560,2022-06-03,7271,367,11070,1,0,Wallet,Mumbai,Home
963021,2022-06-03,19215,373,40025,3,25,Cash,Hyderabad,Electronics
384260,2022-06-03,17353,126,34779,1,10,UPI,Mumbai,Grocery
232717,2022-06-03,193,439,17616,7,0,Wallet,Delhi,Beauty
278595,2022-06-03,3087,787,31373,2,25,Cash,Delhi,Home
748373,2022-06-04,12947,576,35941,4,5,UPI,Hyderabad,Books
479862,2022-06-04,10067,808,37152,4,5,Card,Chennai,Sports
905688,2022-06-04,16318,744,1797,8,10,UPI,Delhi,Home
594592,2022-06-04,10552,51,40889,4,25,Cash,Mumbai,Beauty
200158,2022-06-04,8727,137,14594,3,25,UPI,Hyderabad,Home
808533,2022-06-04,5047,158,48754,3,10,Cash,Pune,Clothing
268502,2022-06-04,6751,56,8690,5,0,Cash,Hyderabad,Beauty
532498,2022-06-04,3244,593,13669,6,15,UPI,Chennai,Books
430388,2022-06-04,16560,744,19973,7,0,UPI,Hyderabad,Home
767054,2022-06-05,9059,428,22085,5,5,Wallet,Bangalore,Home
418408,2022-06-05,8397,443,29787,7,0,Wallet,Mumbai,Books
568276,2022-06-05,6794,911,26084,4,20,NetBanking,Pune,Electronics
157545,2022-06-05,15935,964,25051,5,0,Cash,Kolkata,Home
611411,2022-06-05,19357,326,12554,6,0,Wallet,Pune,Home
925656,2022-06-05,3446,640,38639,9,25,NetBanking,Bangalore,Sports
984377,2022-06-05,19632,638,14354,6,20,Cash,Bangalore,Electronics
113224,2022-06-05,11440,829,6289,1,5,NetBanking,Mumbai,Beauty
140738,2022-06-05,344,80,25744,7,10,Wallet,Hyderabad,Sports
950163,2022-06-06,2725,474,18945,3,0,NetBanking,Hyderabad,Electronics
280760,2022-06-06,3949,377,25243,6,15,UPI,Bangalore,Grocery
863978,2022-06-06,9697,869,49599,2,25,NetBanking,Kolkata,Grocery
566725,2022-06-06,7837,919,40054,7,25,Card,Mumbai,Clothing
763937,2022-06-06,14124,333,25227,1,10,Card,Delhi,Home
632358,2022-06-06,12100,175,28748,2,15,NetBanking,Mumbai,Books
226161,2022-06-06,8433,657,17958,9,0,Card,Kolkata,Grocery
632954,2022-06-06,17376,441,47684,9,15,NetBanking,Bangalore,Beauty
944193,2022-06-06,7410,126,10934,7,25,NetBanking,Mumbai,Beauty
398512,2022-06-07,2499,694,46530,2,10,NetBanking,Mumbai,Books
762143,2022-06-07,4740,219,11550,5,15,Card,Pune,Grocery
666202,2022-06-07,19444,948,5024,4,15,Cash,Delhi,Electronics
301579,2022-06-07,10491,278,32772,2,10,NetBanking,Chennai,Sports
752026,2022-06-07,17953,485,9722,2,10,NetBanking,Chennai,Books
871253,2022-06-07,10992,595,3120,8,10,UPI,Delhi,Clothing
604471,2022-06-07,11297,935,31089,5,25,UPI,Mumbai,Sports
429670,2022-06-07,13150,995,22348,8,10,Wallet,Bangalore,Electronics
906388,2022-06-07,3474,141,6877,2,20,Card,Delhi,Clothing
318967,2022-06-08,13011,846,44488,2,0,Cash,Chennai,Books
932672,2022-06-08,8947,607,19904,3,25,NetBanking,Kolkata,Grocery
483152,2022-06-08,14885,877,21792,8,10,NetBanking,Chennai,Sports
194270,2022-06-08,11060,706,27037,8,5,Card,Delhi,Electronics
891189,2022-06-08,13635,110,18335,3,15,Wallet,Mumbai,Grocery
643385,2022-06-08,8334,52,15659,1,10,Wallet,Hyderabad,Clothing
765755,2022-06-08,10603,615,30684,7,10,UPI,Bangalore,Beauty
247313,2022-06-08,5222,613,1964,4,0,Card,Pune,Books
990324,2022-06-08,9952,654,35902,3,10,Wallet,Hyderabad,Electronics
258768,2022-06-09,5487,713,36012,5,25,Wallet,Bangalore,Grocery
346726,2022-06-09,7731,970,36571,6,20,Cash,Hyderabad,Clothing
956912,2022-06-09,7326,319,4911,1,5,UPI,Hyderabad,Beauty
670451,2022-06-09,5208,199,12216,9,5,UPI,Bangalore,Electronics
119816,2022-06-09,18708,796,2408,6,10,UPI,Kolkata,Clothing
857907,2022-06-09,2210,729,22621,3,0,Wallet,Bangalore,Electronics
414997,2022-06-09,1057,46,21977,1,25,NetBanking,Chennai,Electronics
255989,2022-06-09,7246,505,14195,9,25,Wallet,Mumbai,Sports
721019,2022-06-09,660,540,44938,2,10,Wallet,Mumbai,Home
776926,2022-06-09,1412,514,41431,6,15,Card,Chennai,Sports
306524,2022-06-10,18305,895,43577,6,25,UPI,Kolkata,Grocery
687111,2022-06-10,11695,17,8113,3,25,UPI,Hyderabad,Home
251878,2022-06-10,5474,315,41910,6,25,Cash,Kolkata,Electronics
830880,2022-06-10,2751,436,23761,2,5,UPI,Kolkata,Clothing
626047,2022-06-10,10106,388,25992,8,25,Wallet,Bangalore,Grocery
881452,2022-06-10,10033,77,14778,1,15,Card,Delhi,Clothing
535165,2022-06-10,16272,978,22985,6,20,Cash,Hyderabad,Sports
978806,2022-06-10,2977,899,5367,1,5,Wallet,Mumbai,Clothing
233554,2022-06-10,4183,371,46447,9,5,Wallet,Bangalore,Books
910874,2022-06-11,845,165,11786,9,20,Cash,Chennai,Beauty
551282,2022-06-11,8849,609,46780,6,15,Wallet,Kolkata,Electronics
193501,2022-06-11,17425,617,43706,6,10,Wallet,Hyderabad,Clothing
364223,2022-06-11,18780,24,45461,9,0,Card,Pune,Electronics
159676,2022-06-11,17423,712,31908,5,15,Card,Delhi,Home
841804,2022-06-11,18094,35,12051,9,20,Card,Hyderabad,Sports
273532,2022-06-11,1825,514,37746,5,25,UPI,Chennai,Books
714685,2022-06-11,12313,801,16611,4,25,Cash,Delhi,Books
697135,2022-06-11,9628,844,5490,2,20,Card,Hyderabad,Home
717895,2022-06-12,14262,854,32313,2,25,Wallet,Chennai,Clothing
320178,2022-06-12,8953,461,7377,1,20,UPI,Hyderabad,Books
249521,2022-06-12,7287,138,10903,3,5,Cash,Pune,Electronics
526752,2022-06-12,132,849,15567,1,10,Card,Bangalore,Beauty
688365,2022-06-12,14993,574,23885,6,5,Card,Hyderabad,Grocery
924690,2022-06-12,14508,811,29222,7,5,Cash,Kolkata,Sports
803662,2022-06-12,15260,709,49556,9,5,Card,Chennai,Home
357009,2022-06-12,3514,889,27606,7,20,Cash,Mumbai,Sports
237717,2022-06-12,17640,571,18440,4,15,Cash,Chennai,Sports
481915,2022-06-13,19610,265,3260,4,0,Wallet,Hyderabad,Home
662288,2022-06-13,12220,333,31267,8,0,Cash,Bangalore,Beauty
651025,2022-06-13,1643,188,28002,4,10,NetBanking,Mumbai,Clothing
897917,2022-06-13,371,63,17833,1,10,Card,Pune,Home
400709,2022-06-13,5395,820,4498,9,20,Wallet,Pune,Home
951587,2022-06-13,15063,279,47729,3,0,UPI,Kolkata,Grocery
286240,2022-06-13,11680,542,11518,1,15,NetBanking,Chennai,Beauty
676775,2022-06-13,19193,171,13501,9,20,Cash,Mumbai,Beauty
374486,2022-06-13,12697,503,23254,5,10,UPI,Bangalore,Electronics
402950,2022-06-14,12145,964,35076,9,20,UPI,Kolkata,Beauty
410914,2022-06-14,13703,533,16902,3,10,UPI,Delhi,Books
178623,2022-06-14,10037,299,34485,6,0,UPI,Mumbai,Grocery
465321,2022-06-14,14930,201,26545,7,20,Wallet,Chennai,Books
962061,2022-06-14,6822,135,4345,5,5,Wallet,Bangalore,Beauty
283675,2022-06-14,8301,272,16370,8,25,UPI,Pune,Electronics
837334,2022-06-14,4244,535,47721,6,10,NetBanking,Chennai,Grocery
730235,2022-06-14,5706,442,29231,6,5,Card,Bangalore,Home
912831,2022-06-14,6866,87,42863,7,10,Card,Chennai,Clothing
752465,2022-06-15,17214,31,10642,8,5,Wallet,Pune,Home
316454,2022-06-15,16028,121,18839,2,0,NetBanking,Bangalore,Electronics
209575,2022-06-15,1748,69,24681,7,0,NetBanking,Pune,Grocery
997336,2022-06-15,2230,646,8035,9,15,Cash,Hyderabad,Home
307606,2022-06-15,14492,883,34299,1,15,Wallet,Pune,Electronics
605815,2022-06-15,10688,961,36035,1,15,NetBanking,Chennai,Books
392822,2022-06-15,4466,827,24583,7,20,NetBanking,Bangalore,Sports
176218,2022-06-15,1606,496,23105,5,10,Card,Delhi,Home
687518,2022-06-15,18642,924,17130,1,20,NetBanking,Pune,Sports
870044,2022-06-16,19400,146,14736,1,15,NetBanking,Bangalore,Clothing
436199,2022-06-16,15322,984,43281,2,10,UPI,Delhi,Books
549589,2022-06-16,12463,333,14815,9,20,Card,Kolkata,Home
786840,2022-06-16,19713,481,25396,3,0,Card,Mumbai,Home
578446,2022-06-16,11895,906,25312,9,10,UPI,Bangalore,Home
562052,2022-06-16,9958,263,13244,6,15,Card,Mumbai,Electronics
434402,2022-06-16,12716,293,43668,6,0,Cash,Mumbai,Grocery
139986,2022-06-16,4236,992,12718,7,10,Cash,Hyderabad,Beauty
779520,2022-06-16,13578,429,17784,8,20,Wallet,Kolkata,Electronics
447739,2022-06-17,11261,86,31683,3,25,Card,Bangalore,Books
725646,2022-06-17,2789,16,45590,8,25,Card,Hyderabad,Sports
572327,2022-06-17,2910,728,44997,6,15,Cash,Kolkata,Beauty
427073,2022-06-17,11763,628,32428,6,20,Wallet,Pune,Sports
697794,2022-06-17,6252,118,37759,3,0,Wallet,Hyderabad,Books
134911,2022-06-17,112,270,27490,6,0,Cash,Pune,Beauty
973559,2022-06-17,11262,395,41701,8,0,Cash,Mumbai,Home
525037,2022-06-17,8099,979,48351,7,10,UPI,Pune,Books
830399,2022-06-17,7319,855,42001,7,15,Wallet,Chennai,Clothing
999885,2022-06-17,5428,162,46856,3,25,Wallet,Mumbai,Beauty
708746,2022-06-18,3721,700,17410,3,0,UPI,Kolkata,Books
112175,2022-06-18,11765,104,36386,5,20,Cash,Kolkata,Books
416915,2022-06-18,11414,653,10362,5,15,UPI,Mumbai,Beauty
599876,2022-06-18,752,167,40407,9,25,UPI,Kolkata,Home
745588,2022-06-18,16282,300,25011,9,20,NetBanking,Delhi,Clothing
711213,2022-06-18,8912,28,8042,5,20,Wallet,Chennai,Sports
868734,2022-06-18,3890,424,26286,5,0,Cash,Mumbai,Home
166358,2022-06-18,15759,784,12391,6,15,NetBanking,Chennai,Sports
510543,2022-06-18,1745,562,27999,8,5,NetBanking,Delhi,Beauty
147057,2022-06-19,10535,883,3018,6,10,NetBanking,Pune,Books
368294,2022-06-19,3788,156,13952,6,5,Cash,Chennai,Electronics
890857,2022-06-19,7789,324,17240,9,10,UPI,Bangalore,Sports
354726,2022-06-19,1479,348,22262,1,15,Cash,Delhi,Books
378176,2022-06-19,4343,121,20282,4,25,Wallet,Chennai,Sports
626486,2022-06-19,10337,956,23459,2,0,Wallet,Hyderabad,Sports
808754,2022-06-19,16430,652,35815,9,15,UPI,Chennai,Beauty
267292,2022-06-19,19137,528,18942,3,5,Cash,Pune,Electronics
244931,2022-06-19,5711,821,2722,2,20,UPI,Delhi,Grocery
543676,2022-06-20,12616,950,37820,8,10,UPI,Hyderabad,Clothing
262491,2022-06-20,13986,561,2651,4,10,Cash,Kolkata,Books
481009,2022-06-20,13816,164,22606,2,5,Wallet,Chennai,Sports
501921,2022-06-20,6012,62,35546,4,0,Cash,Pune,Sports
360910,2022-06-20,6549,340,1683,7,15,Wallet,Chennai,Grocery
123236,2022-06-20,1825,666,43239,7,5,Card,Delhi,Home
187955,2022-06-20,15970,312,19394,1,15,Card,Hyderabad,Beauty
840874,2022-06-20,9404,376,47705,1,0,Card,Hyderabad,Grocery
727433,2022-06-20,7622,346,19966,3,20,NetBanking,Chennai,Clothing
770718,2022-06-21,13763,150,27469,2,15,Wallet,Kolkata,Electronics
330785,2022-06-21,4884,888,9505,3,0,Wallet,Pune,Electronics
194914,2022-06-21,9572,585,41211,4,5,Cash,Bangalore,Home
989302,2022-06-21,17716,581,6492,7,25,Wallet,Delhi,Sports
307990,2022-06-21,10155,977,17827,2,20,Cash,Delhi,Home
478387,2022-06-21,12776,177,28492,7,20,NetBanking,Mumbai,Beauty
638884,2022-06-21,7546,354,4266,5,20,Cash,Hyderabad,Sports
756639,2022-06-21,4825,514,6909,8,10,Card,Hyderabad,Grocery
294269,2022-06-21,14869,309,13869,8,25,Cash,Mumbai,Beauty
997928,2022-06-22,1509,119,40782,5,0,Cash,Chennai,Electronics
492417,2022-06-22,8305,519,22863,8,15,Cash,Chennai,Electronics
238155,2022-06-22,16465,767,45055,9,5,Wallet,Delhi,Books
220674,2022-06-22,356,996,8819,7,20,UPI,Chennai,Grocery
881817,2022-06-22,18205,973,30136,6,20,UPI,Bangalore,Beauty
864757,2022-06-22,15804,916,15837,7,20,UPI,Bangalore,Sports
356713,2022-06-22,17907,478,48954,7,0,Wallet,Bangalore,Home
541501,2022-06-22,3090,414,11056,3,5,Card,Mumbai,Grocery
643351,2022-06-22,1295,587,1715,6,0,UPI,Kolkata,Books
167642,2022-06-23,1344,351,18275,6,5,UPI,Pune,Home
190093,2022-06-23,11515,506,21191,9,15,NetBanking,Bangalore,Sports
607606,2022-06-23,6866,195,17884,1,10,NetBanking,Mumbai,Grocery
317215,2022-06-23,11762,187,46462,7,5,Card,Delhi,Home
807280,2022-06-23,16310,450,9894,1,25,Cash,Delhi,Clothing
783889,2022-06-23,17790,496,19717,4,0,Cash,Kolkata,Electronics
135954,2022-06-23,10413,515,19578,7,0,NetBanking,Bangalore,Books
127856,2022-06-23,2502,696,24321,6,0,NetBanking,Mumbai,Grocery
626861,2022-06-23,16980,847,43969,6,10,Card,Bangalore,Books
659655,2022-06-24,19883,273,25959,5,5,Card,Kolkata,Sports
595553,2022-06-24,13375,880,11515,7,5,Wallet,Kolkata,Sports
862092,2022-06-24,15015,52,10077,9,5,Cash,Chennai,Clothing
986040,2022-06-24,1009,263,22443,6,5,Wallet,Mumbai,Grocery
422918,2022-06-24,15906,368,11443,7,20,UPI,Mumbai,Electronics
123752,2022-06-24,472,133,38208,9,20,Card,Mumbai,Books
941461,2022-06-24,1444,994,2783,7,25,Cash,Mumbai,Electronics
248757,2022-06-24,8615,225,14113,6,0,Cash,Chennai,Home
413837,2022-06-24,2531,310,6385,3,20,Wallet,Pune,Books
216739,2022-06-24,19268,573,37885,1,5,NetBanking,Bangalore,Electronics
942393,2022-06-25,10685,877,7982,9,5,NetBanking,Delhi,Books
338009,2022-06-25,15562,16,36351,7,20,Card,Kolkata,Books
880316,2022-06-25,1795,741,43689,3,15,NetBanking,Hyderabad,Sports
307980,2022-06-25,2007,195,14407,9,25,UPI,Hyderabad,Electronics
356609,2022-06-25,17264,763,16316,3,0,Cash,Mumbai,Electronics
488822,2022-06-25,1119,443,47524,3,10,NetBanking,Mumbai,Beauty
436676,2022-06-25,11557,303,25838,7,25,Card,Delhi,Beauty
444138,2022-06-25,1503,48,28207,2,0,UPI,Hyderabad,Electronics
418277,2022-06-25,17910,747,49116,7,0,Wallet,Mumbai,Sports
618271,2022-06-26,8955,121,29402,7,0,Wallet,Kolkata,Books
423412,2022-06-26,5968,499,3430,1,25,UPI,Kolkata,Sports
585417,2022-06-26,10939,832,40828,2,25,Card,Pune,Books
531459,2022-06-26,110,562,3936,5,20,Wallet,Chennai,Beauty
288456,2022-06-26,6430,469,12864,4,0,Cash,Hyderabad,Sports
655941,2022-06-26,15161,41,26115,3,5,Cash,Chennai,Grocery
257729,2022-06-26,9330,456,10307,8,0,Card,Delhi,Books
328504,2022-06-26,19309,534,7709,7,5,Card,Delhi,Clothing
746117,2022-06-26,7564,371,30854,9,20,Cash,Pune,Clothing
752665,2022-06-27,14846,182,42843,3,20,Card,Hyderabad,Beauty
625910,2022-06-27,3103,517,21707,1,0,UPI,Kolkata,Sports
673044,2022-06-27,7295,657,40384,9,25,Card,Bangalore,Clothing
140809,2022-06-27,19572,869,36187,9,5,Cash,Hyderabad,Beauty
641013,2022-06-27,13762,590,2399,1,5,NetBanking,Chennai,Home
